,ID,Title,Type,Venue Name,Venue ID,Venue ISBN,Venue Acronym,Venue Presented At,Venue Extra,Venue Map Name,Venue Map ID,Citations,Collaborations,Experiments,Classification,Year,Citations 1986,Citations 1987,Citations 1988,Citations 1989,Citations 1990,Citations 1991,Citations 1992,Citations 1993,Citations 1994,Citations 1995,Citations 1996,Citations 1997,Citations 1998,Citations 1999,Citations 2000,Citations 2001,Citations 2002,Citations 2003,Citations 2004,Citations 2005,Citations 2006,Citations 2007,Citations 2008,Citations 2009,Citations 2010,Citations 2011,Citations 2012,Citations 2013,Citations 2014,Citations 2015,Citations 2016,Citations 2017,Citations 2018,Citations 2019,Citations 2020
10,359653,BABAR Status report on the design of a detector for the study of CP violation at PEP-II at SLAC,hep;core;report,NA,,,,,,NA,NA,5,,SLAC-PEP2-BABAR,Instrumentation;Experiment-HEP,1993,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11,368633,RF feedback for beam loading compensation in the SLC damping rings,hep;core;conferencepaper;citeable,Conf.Proc.,,,,,,,,1,,SLAC-PEP2-BABAR,,1993,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,372294,Proposed data format for B factory events,hep,NA,,,,,,NA,NA,,,SLAC-PEP2-BABAR,,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,374247,Letter of Intent for the Study of CP Violation and Heavy Flavor Physics at PEP-II,hep;core;conferencepaper;citeable,NA,,,,,,NA,NA,75,BaBar,SLAC-PEP2-BABAR,Experiment-HEP,1994,0,0,0,0,0,0,0,0,14,9,12,5,4,0,1,4,5,3,5,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
14,378072,Multilayer system of aerogel Cherenkov counters for the BaBar detector,hep,NA,,,,,,NA,NA,,,SLAC-PEP2-BABAR,,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,378087,BEGET: The B Factory event generator. Version 21,hep,NA,,,,,,NA,NA,1,,SLAC-PEP2-BABAR,,1994,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,378088,Silicon strip resolution for time over threshold readout,hep,NA,,,,,,NA,NA,1,,SLAC-PEP2-BABAR,,1994,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,378089,Report of the committee on particle identification,hep,NA,,,,,,NA,NA,,,SLAC-PEP2-BABAR,,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,378090,Cosmic ray muon Monte Carlo generator using the hemisphere method,hep,NA,,,,,,NA,NA,,,SLAC-PEP2-BABAR,,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,378091,Kaon tagging efficiency for various DIRC geometries,hep,NA,,,,,,NA,NA,,,SLAC-PEP2-BABAR,,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,378092,Assembly sequence for vertex detector modules,hep,NA,,,,,,NA,NA,,,SLAC-PEP2-BABAR,,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,378093,Simulation of trigger rates due to beam - gas backgrounds,hep,NA,,,,,,NA,NA,,,SLAC-PEP2-BABAR,,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,378094,Trigger rates due to cosmic ray muons,hep,NA,,,,,,NA,NA,,,SLAC-PEP2-BABAR,,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,378095,Effect of vertex cuts on CP reach,hep,NA,,,,,,NA,NA,2,,SLAC-PEP2-BABAR,,1994,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,378096,The Updated IR geometry in BBSIM and tools for looking at lost particle backgrounds,hep,NA,,,,,,NA,NA,,,SLAC-PEP2-BABAR,,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,378097,Electroproduction triggers in BaBar,hep,NA,,,,,,NA,NA,,,SLAC-PEP2-BABAR,,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,378098,Report of the MicroTPC review committee,hep;review,NA,,,,,,NA,NA,,,SLAC-PEP2-BABAR,,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,378099,K tagging for the LOI,hep,NA,,,,,,NA,NA,,,SLAC-PEP2-BABAR,,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,378536,Measuring CP violating asymmetries with the BaBar detector using the PEP-II machine at SLAC,published;conferencepaper;hep;core;citeable,Nucl.Instrum.Meth.,,,,,,NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION A-ACCELERATORS SPECTROMETERS DETECTORS AND ASSOCIATED EQUIPMENT,13913,5,,SLAC-PEP2-BABAR,Instrumentation,1994,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,380917,B tagging with muons,hep,NA,,,,,,NA,NA,,,SLAC-PEP2-BABAR,,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,380918,A Simulation of the vertex detector readout buffers using the machine induced occupancy,hep,NA,,,,,,NA,NA,,,SLAC-PEP2-BABAR,,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,380994,B factory detector computing model options,hep,NA,,,,,,NA,NA,,,SLAC-PEP2-BABAR,,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,380995,Initial results from a comparison of the performance of the CsI calorimeter in a DIRC geometry and in the fast RICH geometry,hep,NA,,,,,,NA,NA,,,SLAC-PEP2-BABAR,,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,380996,Software note on Lund event generators,hep,NA,,,,,,NA,NA,,,SLAC-PEP2-BABAR,,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,380997,Proposal for an electronics system for the BaBar CsI calorimeter,hep,NA,,,,,,NA,NA,1,,SLAC-PEP2-BABAR,,1994,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,380998,Architecture of the front end electronics for the fast RICH,hep,NA,,,,,,NA,NA,,,SLAC-PEP2-BABAR,,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,380999,Further results from a comparison of the performance of the CsI calorimeter in the preferred DIRC geometry and in the LOI geometry,hep,NA,,,,,,NA,NA,,,SLAC-PEP2-BABAR,,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,381000,Flavor tagging of B0 decays: Using all available information,hep,NA,,,,,,NA,NA,,,SLAC-PEP2-BABAR,,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,381001,Impact of the electroproduction of hadrons on the trigger,hep,NA,,,,,,NA,NA,,,SLAC-PEP2-BABAR,,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,381002,TRACKERR studies for optimization of vertex detector resolution,hep,NA,,,,,,NA,NA,1,,SLAC-PEP2-BABAR,Instrumentation,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,381003,Report of the ad hoc panel on particle identification,hep,NA,,,,,,NA,NA,,,SLAC-PEP2-BABAR,,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,381674,The Electromagnetic CsI (T1) crystal calorimeter for the BaBar detector at PEP-II,hep;core;conferencepaper,NA,407702,,,Talk given at,Calorimetry in HEP 1994:0123-132,NA,NA,,,SLAC-PEP2-BABAR,,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,382585,Proposed fiber optic data transmission system for the BaBar vertex detector,hep,NA,,,,,,NA,NA,,,SLAC-PEP2-BABAR,,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,382586,Track parameter resolutions from GEANT and TRACKER,hep,NA,,,,,,NA,NA,,,SLAC-PEP2-BABAR,,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,382587,An Intermediate trigger / tracking chamber (ITTC) for Babar,hep,NA,,,,,,NA,NA,,,SLAC-PEP2-BABAR,,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,382978,BaBar hybrid design considerations,hep,NA,,,,,,NA,NA,,,SLAC-PEP2-BABAR,,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,382979,A Study of CP violation in B0 ---> J / psi K0(L) using a highly segmented IFR,hep,NA,,,,,,NA,NA,,,SLAC-PEP2-BABAR,,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,382980,An Improved tagging for the BaBar experiment,hep,NA,,,,,,NA,NA,,,SLAC-PEP2-BABAR,,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,382981,"Pattern recognition, hypothesis testing and event related background studies in the DIRC",hep,NA,,,,,,NA,NA,,,SLAC-PEP2-BABAR,,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,384700,Study of the iron segmentation optimization of the IFR detector for mu / pi discrimination,hep,NA,,,,,,NA,NA,,,SLAC-PEP2-BABAR,,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,385493,Status of the SLAC / LBL / LLNL B factory and the BABAR detector,hep;conferencepaper,NA,425379,,,Presented at,Arctic Physics Workshop 1994:0049-66,NA,NA,,,SLAC-PEP2-BABAR,,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,385656,Status of the SLAC / LBL / LLNL B factory and the BABAR detector,hep;core;conferencepaper,NA,406195,,,Presented at,Nagoya B Physics 1994:0052-72,NA,NA,,,SLAC-PEP2-BABAR,Instrumentation,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,388403,PEP-II: The SLAC-based asymmetric B factory,hep;core;conferencepaper,NA,400381,,,,,NA,NA,,,SLAC-PEP2-BABAR,,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,389850,Test results of distributed ion pump designs for the PEP-II asymmetric B factory collider,hep;core;conferencepaper;citeable,Conf.Proc.,,,,,,,,,,SLAC-PEP2-BABAR,,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,390159,The BaBar drift chamber,hep;core;conferencepaper,NA,427403,,,Prepared for 1994 Meeting of,,NA,NA,,,SLAC-PEP2-BABAR,Instrumentation,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,392625,Report of the committee on the choice of technology for the instrumented flux return,hep,NA,,,,,,NA,NA,,,SLAC-PEP2-BABAR,,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,392626,Test results from the SPT7840 ADC,hep,NA,,,,,,NA,NA,,,SLAC-PEP2-BABAR,,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,392627,Hybrid photodiode performance in high magnetic field,hep,NA,,,,,,NA,NA,,,SLAC-PEP2-BABAR,,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,393602,BaBar VDET alignment requirements,hep,NA,,,,,,NA,NA,,,SLAC-PEP2-BABAR,,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,393603,Reconstruction of photons and neutral pions,hep,NA,,,,,,NA,NA,,,SLAC-PEP2-BABAR,,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,393604,Light yield of hexagonal versus square cross-section crystals,hep,NA,,,,,,NA,NA,,,SLAC-PEP2-BABAR,,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,393605,A Study on crystal wrapping,hep,NA,,,,,,NA,NA,,,SLAC-PEP2-BABAR,,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,393606,Support barrel installation stresses,hep,NA,,,,,,NA,NA,,,SLAC-PEP2-BABAR,,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,393607,Track parameter resolutions for alternate technologies in the vertex region of PEP-II,hep,NA,,,,,,NA,NA,,,SLAC-PEP2-BABAR,,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,394130,Development of the front end readout for the BaBar CsI(Th) calorimeter,hep,NA,,,,,,NA,NA,,,SLAC-PEP2-BABAR,,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,394131,Reliability issues for the BaBar CsI(Tl) calorimeter front end readout,hep,NA,,,,,,NA,NA,,,SLAC-PEP2-BABAR,,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,394160,Particle identification and kaon tagging with realistic dE / dx and time-of-flight,hep,NA,,,,,,NA,NA,,,SLAC-PEP2-BABAR,,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,394593,BaBar technical design report,conferencepaper;report;hep;core;citeable,NA,,,,,,NA,NA,318,BaBar,SLAC-PEP2-BABAR,Instrumentation,1995,0,0,0,0,0,0,0,0,0,14,23,33,35,28,38,19,10,9,13,11,6,7,5,5,7,2,7,1,4,2,2,1,1,2,0
68,394818,U.S. Working groups on physics and experiments at a future linear collider: Proceedings (Transparencies),hep;proceedings,NA,,,,Prepared for U.S. Working Groups on Physics and Experiments,,NA,NA,,,SLAC-PEP2-BABAR,,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,394957,Flavor tagging studies for the BaBar TDR,hep,NA,,,,,,NA,NA,,,SLAC-PEP2-BABAR,,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,394958,Silicon vertex detector readout chip: Requirements specifications,hep,NA,,,,,,NA,NA,,,SLAC-PEP2-BABAR,,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,394963,CP reach estimates for the TDR,hep,NA,,,,,,NA,NA,,,SLAC-PEP2-BABAR,,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,394968,Comparison of DIRC simulation code with the DIRC prototype 0 data,hep,NA,,,,,,NA,NA,,,SLAC-PEP2-BABAR,,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,394969,Reconstruction of the vertex of the tagging B in lepton tagged CP events,hep,NA,,,,,,NA,NA,,,SLAC-PEP2-BABAR,,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,394970,Proposed calibration scheme for DIRC prototype II,hep,NA,,,,,,NA,NA,,,SLAC-PEP2-BABAR,,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,394971,Tests of photomultiplier tubes for DIRC,hep,NA,,,,,,NA,NA,,,SLAC-PEP2-BABAR,,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,394972,The BaBar coordinate system and units,hep,NA,,,,,,NA,NA,,,SLAC-PEP2-BABAR,,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,396607,A Study of the timing characteristics of scintillator counters with fine mesh photomultiplier tubes,published;core;citeable;hep,Nucl.Instrum.Meth.,,,,,,NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION A-ACCELERATORS SPECTROMETERS DETECTORS AND ASSOCIATED EQUIPMENT,13913,,,SLAC-PEP2-BABAR,Instrumentation,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,396608,Hadronic physics with the BaBar detector,hep;core;conferencepaper,NA,,,,Talk given at,,NA,NA,,,SLAC-PEP2-BABAR,Phenomenology-HEP;Experiment-HEP,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,396609,Performance tests of Hamamatsu-2744-08 diodes for the BaBar calorimeter front end readout and proposal for reliability tests,hep,NA,,,,,,NA,NA,1,,SLAC-PEP2-BABAR,,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
80,396610,Single photoelectron sensitivity of large area proximity focused hybrid photodiodes,hep,NA,,,,,,NA,NA,,,SLAC-PEP2-BABAR,,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,396611,Reconstruction of photons and neutral pions in the TDR geometry,hep,NA,,,,,,NA,NA,,,SLAC-PEP2-BABAR,,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,396612,Calorimeter performance with reduced staggering,hep,NA,,,,,,NA,NA,,,SLAC-PEP2-BABAR,,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,396613,z vertex resolutions of B ---> CP modes for TDR detector,hep,NA,,,,,,NA,NA,,,SLAC-PEP2-BABAR,,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,396614,Further study of B0 ---> J / psi K0(L),hep,NA,,,,,,NA,NA,,,SLAC-PEP2-BABAR,,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,396615,Study of B0 ---> D+ D- and D*+ D*- in BaBar,hep,NA,,,,,,NA,NA,1,,SLAC-PEP2-BABAR,,1995,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,396855,Precision magnet movers for the final focus test beam,published;core;citeable;hep,Nucl.Instrum.Meth.,,,,,,NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH SECTION A-ACCELERATORS SPECTROMETERS DETECTORS AND ASSOCIATED EQUIPMENT,13913,20,,SLAC-PEP2-BABAR,Accelerators,1995,0,0,0,0,0,0,0,1,0,2,1,2,1,1,2,1,0,0,1,2,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1
87,397386,Helium based gases in a single anode drift chamber,hep,NA,,,,,,NA,NA,,,SLAC-PEP2-BABAR,,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,397588,Hybrid design of the BABAR silicon vertex tracker,hep,NA,,,,,,NA,NA,1,,SLAC-PEP2-BABAR,,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,397590,Noise in a calorimeter readout system using periodic sampling,hep,NA,,,,,,NA,NA,,,SLAC-PEP2-BABAR,,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,399475,Determination of event time in the level 1 drift chamber trigger,hep,NA,,,,,,NA,NA,,,SLAC-PEP2-BABAR,,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
